Date,stocks,factor
2008-01-02,SH600026,4571979791.666671
2008-01-02,SH600027,1167340829.41838
2008-01-02,SH600028,62920560000.0
2008-01-02,SH600029,1976264150.0
2008-01-02,SH600030,11290620000.0
2008-01-02,SH600031,1739241010.0
2008-01-02,SH600033,
2008-01-02,SH600035,
2008-01-02,SH600036,13880080000.0
2008-01-02,SH600037,415995817.0
2008-01-02,SH600038,
2008-01-02,SH600039,
2008-01-02,SH600048,1305250000.0
2008-01-02,SH600050,4643279817.33333
2008-01-02,SH600051,
2008-01-02,SH600052,
2008-01-02,SH600053,
2008-01-02,SH600054,182163692.307692
2008-01-02,SH600055,
2008-01-02,SH600056,
2008-01-02,SH600057,
2008-01-02,SH600058,
2008-01-02,SH600059,
2008-01-02,SH600060,
2008-01-02,SH600061,
2008-01-02,SH600062,282817645.625
2008-01-02,SH600063,
2008-01-02,SH600064,
2008-01-02,SH600066,306792359.428571
2008-01-02,SH600067,
2008-01-02,SH600068,
2008-01-02,SH600069,
2008-01-02,SH600070,
2008-01-02,SH600071,
2008-01-02,SH600072,
2008-01-02,SH600073,
2008-01-02,SH600074,
2008-01-02,SH600075,
2008-01-02,SH600076,
2008-01-02,SH600077,
2008-01-02,SH600078,
2008-01-02,SH600079,
2008-01-02,SH600080,
2008-01-02,SH600081,
2008-01-02,SH600082,
2008-01-02,SH600083,
2008-01-02,SH600084,
2008-01-02,SH600085,267047495.837838
2008-01-02,SH600086,
2008-01-02,SH600087,308532682.0
2008-01-02,SH600088,
2008-01-02,SH600089,412089376.0
2008-01-02,SH600090,
2008-01-02,SH600091,
2008-01-02,SH600093,
2008-01-02,SH600094,
2008-01-02,SH600095,
2008-01-02,SH600096,635454090.463415
2008-01-02,SH600097,
2008-01-02,SH600098,
2008-01-02,SH600099,
2008-01-02,SH600100,407386606.0
2008-01-02,SH600101,
2008-01-02,SH600102,
2008-01-02,SH600103,
2008-01-02,SH600104,5309580000.0
2008-01-02,SH600105,
2008-01-02,SH600106,
2008-01-02,SH600107,
2008-01-02,SH600108,
2008-01-02,SH600109,
2008-01-02,SH600110,
2008-01-02,SH600111,290537142.85714304
2008-01-02,SH600112,
2008-01-02,SH600113,
2008-01-02,SH600114,
2008-01-02,SH600115,
2008-01-02,SH600116,
2008-01-02,SH600117,
2008-01-02,SH600118,94554175.0
2008-01-02,SH600119,
2008-01-02,SH600120,
2008-01-02,SH600121,
2008-01-02,SH600122,
2008-01-02,SH600123,565889214.4
2008-01-02,SH600125,271407692.0
2008-01-02,SH600126,
2008-01-02,SH600127,
2008-01-02,SH600128,
2008-01-02,SH600129,
2008-01-02,SH600130,
2008-01-02,SH600131,
2008-01-02,SH600132,
2008-01-02,SH600133,
2008-01-02,SH600135,
2008-01-02,SH600136,
2008-01-02,SH600137,
2008-01-02,SH600138,177369753.846154
2008-01-02,SH600139,
2008-01-02,SH600141,
2008-01-02,SH600143,411454391.00000006
2008-01-02,SH600145,
2008-01-02,SH600146,
2008-01-02,SH600148,
2008-01-02,SH600149,
2008-01-02,SH600150,3411356788.0
2008-01-02,SH600151,
2008-01-02,SH600152,
2008-01-02,SH600153,
2008-01-02,SH600155,
2008-01-02,SH600156,
2008-01-02,SH600157,
2008-01-02,SH600158,
2008-01-02,SH600159,
2008-01-02,SH600160,
2008-01-02,SH600161,102642500.0
2008-01-02,SH600162,
2008-01-02,SH600163,
2008-01-02,SH600165,
2008-01-02,SH600166,
2008-01-02,SH600167,
2008-01-02,SH600168,
2008-01-02,SH600169,275768607.428571
2008-01-02,SH600170,300078522.35294104
2008-01-02,SH600171,
2008-01-02,SH600172,
2008-01-02,SH600173,
2008-01-02,SH600175,
2008-01-02,SH600176,
2008-01-02,SH600177,2017010000.0
2008-01-02,SH600178,
2008-01-02,SH600179,
2008-01-02,SH600180,
2008-01-02,SH600182,
2008-01-02,SH600183,476759632.0
2008-01-02,SH600184,
2008-01-02,SH600185,
2008-01-02,SH600186,
2008-01-02,SH600187,
2008-01-02,SH600188,2531309680.32
2008-01-02,SH600189,
2008-01-02,SH600190,
2008-01-02,SH600191,
2008-01-02,SH600192,
2008-01-02,SH600193,
2008-01-02,SH600195,187442333.33333305
2008-01-02,SH600196,457206897.0
2008-01-02,SH600197,
2008-01-02,SH600198,
2008-01-02,SH600199,
2008-01-02,SH600200,
2008-01-02,SH600201,
2008-01-02,SH600202,183454000.0
2008-01-02,SH600203,
2008-01-02,SH600206,62578652.66738249
2008-01-02,SH600207,
2008-01-02,SH600208,
2008-01-02,SH600209,
2008-01-02,SH600210,
2008-01-02,SH600211,
2008-01-02,SH600212,
2008-01-02,SH600213,
2008-01-02,SH600215,
2008-01-02,SH600216,
2008-01-02,SH600217,
2008-01-02,SH600218,
2008-01-02,SH600219,1192380000.0
2008-01-02,SH600220,
2008-01-02,SH600221,
2008-01-02,SH600222,
2008-01-02,SH600223,
2008-01-02,SH600225,
2008-01-02,SH600226,
2008-01-02,SH600227,
2008-01-02,SH600228,
2008-01-02,SH600229,
2008-01-02,SH600230,
2008-01-02,SH600231,
2008-01-02,SH600232,
2008-01-02,SH600233,
2008-01-02,SH600234,
2008-01-02,SH600235,
2008-01-02,SH600236,461719174.0
2008-01-02,SH600237,
2008-01-02,SH600238,
2008-01-02,SH600239,
2008-01-02,SH600240,
2008-01-02,SH600241,
2008-01-02,SH600242,
2008-01-02,SH600243,
2008-01-02,SH600246,
2008-01-02,SH600247,
2008-01-02,SH600248,
2008-01-02,SH600249,
2008-01-02,SH600250,
2008-01-02,SH600251,
2008-01-02,SH600252,
2008-01-02,SH600253,
2008-01-02,SH600255,
2008-01-02,SH600256,
2008-01-02,SH600257,
2008-01-02,SH600258,113907990.697674
2008-01-02,SH600259,
2008-01-02,SH600260,
2008-01-02,SH600261,
2008-01-02,SH600262,
2008-01-02,SH600263,
2008-01-02,SH600265,
2008-01-02,SH600266,
2008-01-02,SH600267,135060488.88888898
2008-01-02,SH600268,77688706.0
2008-01-02,SH600269,1021370000.0
2008-01-02,SH600270,534478285.263158
2008-01-02,SH600271,447323900.0
2008-01-02,SH600272,
2008-01-02,SH600273,
2008-01-02,SH600275,
2008-01-02,SH600276,346489212.0
2008-01-02,SH600277,
2008-01-02,SH600278,
2008-01-02,SH600279,
2008-01-02,SH600280,
2008-01-02,SH600281,
2008-01-02,SH600282,
2008-01-02,SH600283,
2008-01-02,SH600284,
2008-01-02,SH600285,
2008-01-02,SH600287,
2008-01-02,SH600288,
2008-01-02,SH600289,
2008-01-02,SH600290,
2008-01-02,SH600291,
2008-01-02,SH600292,
2008-01-02,SH600293,
2008-01-02,SH600295,
2008-01-02,SH600297,
2008-01-02,SH600298,117167685.71428601
2008-01-02,SH600299,476531506.142857
2008-01-02,SH600300,
2008-01-02,SH600301,
2008-01-02,SH600302,
2008-01-02,SH600303,
2008-01-02,SH600305,
2008-01-02,SH600306,
2008-01-02,SH600307,
2008-01-02,SH600308,558460866.0300652
2008-01-02,SH600309,1626310000.0
2008-01-02,SH600310,
2008-01-02,SH600311,
2008-01-02,SH600312,205909510.943684
2008-01-02,SH600313,
2008-01-02,SH600315,
2008-01-02,SH600316,
2008-01-02,SH600317,200547446.00000003
2008-01-02,SH600318,
2008-01-02,SH600319,
2008-01-02,SH600320,2097286753.8235304
2008-01-02,SH600321,
2008-01-02,SH600322,
2008-01-02,SH600323,
2008-01-02,SH600325,303447784.615385
2008-01-02,SH600326,
2008-01-02,SH600327,
2008-01-02,SH600328,
2008-01-02,SH600329,
2008-01-02,SH600330,133385266.666667
2008-01-02,SH600331,841839547.8260869
2008-01-02,SH600332,287393247.094242
2008-01-02,SH600333,
2008-01-02,SH600335,
2008-01-02,SH600336,
2008-01-02,SH600337,
2008-01-02,SH600338,
2008-01-02,SH600339,
2008-01-02,SH600340,
2008-01-02,SH600343,
2008-01-02,SH600345,
2008-01-02,SH600346,
2008-01-02,SH600348,569870000.0
2008-01-02,SH600350,1096110000.0
2008-01-02,SH600351,
2008-01-02,SH600352,381844211.0
2008-01-02,SH600353,
2008-01-02,SH600354,
2008-01-02,SH600355,
2008-01-02,SH600356,
2008-01-02,SH600357,
2008-01-02,SH600358,
2008-01-02,SH600359,
2008-01-02,SH600360,162592000.0
2008-01-02,SH600361,212560054.00000003
2008-01-02,SH600362,4662730000.0
2008-01-02,SH600363,
2008-01-02,SH600365,
2008-01-02,SH600366,
2008-01-02,SH600367,
2008-01-02,SH600368,
2008-01-02,SH600369,
2008-01-02,SH600370,
2008-01-02,SH600371,
2008-01-02,SH600372,
2008-01-02,SH600373,
2008-01-02,SH600375,
2008-01-02,SH600376,
2008-01-02,SH600377,
2008-01-02,SH600378,
2008-01-02,SH600379,
2008-01-02,SH600380,
2008-01-02,SH600381,
2008-01-02,SH600382,
2008-01-02,SH600383,784020000.0
2008-01-02,SH600385,
2008-01-02,SH600386,
2008-01-02,SH600387,
2008-01-02,SH600388,
2008-01-02,SH600389,
2008-01-02,SH600390,
2008-01-02,SH600391,62367136.47058821
2008-01-02,SH600392,
2008-01-02,SH600393,
2008-01-02,SH600395,
2008-01-02,SH600396,159639508.23529398
2008-01-02,SH600397,
2008-01-02,SH600398,
2008-01-02,SH600399,
2008-01-02,SH600400,
2008-01-02,SH600401,
2008-01-02,SH600403,
2008-01-02,SH600405,
2008-01-02,SH600406,139490725.0
2008-01-02,SH600408,
2008-01-02,SH600409,
2008-01-02,SH600410,188745306.0
2008-01-02,SH600415,
2008-01-02,SH600416,71018889.0
2008-01-02,SH600418,402952795.030303
2008-01-02,SH600419,
2008-01-02,SH600420,
2008-01-02,SH600421,
2008-01-02,SH600422,
2008-01-02,SH600423,
2008-01-02,SH600425,
2008-01-02,SH600426,329740703.0
2008-01-02,SH600428,817385636.363636
2008-01-02,SH600429,
2008-01-02,SH600432,
2008-01-02,SH600433,
2008-01-02,SH600435,
2008-01-02,SH600436,99097404.0
2008-01-02,SH600438,183414583.33333302
2008-01-02,SH600439,176818800.0
2008-01-02,SH600444,
2008-01-02,SH600446,
2008-01-02,SH600448,
2008-01-02,SH600449,
2008-01-02,SH600452,
2008-01-02,SH600455,
2008-01-02,SH600456,552878983.333333
2008-01-02,SH600458,
2008-01-02,SH600459,
2008-01-02,SH600460,106654928.57142898
2008-01-02,SH600461,
2008-01-02,SH600462,
2008-01-02,SH600463,
2008-01-02,SH600466,
2008-01-02,SH600467,186183450.0
2008-01-02,SH600468,
2008-01-02,SH600469,
2008-01-02,SH600470,
2008-01-02,SH600472,
2008-01-02,SH600475,
2008-01-02,SH600476,
2008-01-02,SH600477,
2008-01-02,SH600478,
2008-01-02,SH600479,
2008-01-02,SH600480,
2008-01-02,SH600481,
2008-01-02,SH600482,
2008-01-02,SH600483,
2008-01-02,SH600485,
2008-01-02,SH600486,
2008-01-02,SH600487,87090703.00000001
2008-01-02,SH600488,
2008-01-02,SH600489,255677862.00000003
2008-01-02,SH600490,
2008-01-02,SH600491,
2008-01-02,SH600493,
2008-01-02,SH600495,53806666.66666671
2008-01-02,SH600496,
2008-01-02,SH600497,1345515439.0
2008-01-02,SH600498,98488918.0
2008-01-02,SH600499,
2008-01-02,SH600500,
2008-01-02,SH600501,
2008-01-02,SH600502,
2008-01-02,SH600503,
2008-01-02,SH600505,
2008-01-02,SH600506,
2008-01-02,SH600507,
2008-01-02,SH600508,
2008-01-02,SH600509,
2008-01-02,SH600510,
2008-01-02,SH600511,134951854.545455
2008-01-02,SH600512,
2008-01-02,SH600513,
2008-01-02,SH600515,
2008-01-02,SH600516,
2008-01-02,SH600517,166284478.787879
2008-01-02,SH600518,
2008-01-02,SH600519,2297770000.0
2008-01-02,SH600520,
2008-01-02,SH600521,135081952.0
2008-01-02,SH600522,85150611.76470591
2008-01-02,SH600523,
2008-01-02,SH600525,
2008-01-02,SH600526,
2008-01-02,SH600527,85863421.0
2008-01-02,SH600528,419324444.444444
2008-01-02,SH600529,
2008-01-02,SH600530,
2008-01-02,SH600531,
2008-01-02,SH600532,
2008-01-02,SH600533,
2008-01-02,SH600535,203859248.0
2008-01-02,SH600536,
2008-01-02,SH600537,
2008-01-02,SH600538,
2008-01-02,SH600539,
2008-01-02,SH600540,
2008-01-02,SH600543,
2008-01-02,SH600545,
2008-01-02,SH600546,
2008-01-02,SH600547,221041565.0
2008-01-02,SH600548,766360000.0
2008-01-02,SH600549,187434666.66666695
2008-01-02,SH600550,406400000.0
2008-01-02,SH600551,
2008-01-02,SH600552,
2008-01-02,SH600553,
2008-01-02,SH600555,
2008-01-02,SH600556,
2008-01-02,SH600557,97207065.0
2008-01-02,SH600558,
2008-01-02,SH600559,
2008-01-02,SH600560,
2008-01-02,SH600561,
2008-01-02,SH600562,
2008-01-02,SH600563,135965450.0
2008-01-02,SH600565,
2008-01-02,SH600566,
2008-01-02,SH600567,
2008-01-02,SH600568,
2008-01-02,SH600569,
2008-01-02,SH600570,99494933.3333333
2008-01-02,SH600571,
2008-01-02,SH600572,
2008-01-02,SH600573,
2008-01-02,SH600575,
2008-01-02,SH600576,
2008-01-02,SH600577,
2008-01-02,SH600578,
2008-01-02,SH600579,
2008-01-02,SH600580,
2008-01-02,SH600581,
2008-01-02,SH600582,355527619.0
2008-01-02,SH600583,1019592016.0
2008-01-02,SH600584,138630320.0
2008-01-02,SH600585,2561710000.0
2008-01-02,SH600586,208162591.2
2008-01-02,SH600587,
2008-01-02,SH600588,277777817.0
2008-01-02,SH600589,
2008-01-02,SH600590,
2008-01-02,SH600591,7118892.307692312
2008-01-02,SH600592,
2008-01-02,SH600593,
2008-01-02,SH600594,
2008-01-02,SH600595,
2008-01-02,SH600596,473457524.090909
2008-01-02,SH600597,315682030.0
2008-01-02,SH600598,605327403.0
2008-01-02,SH600599,
2008-01-02,SH600600,622610000.0
2008-01-02,SH600601,
2008-01-02,SH600602,
2008-01-02,SH600603,
2008-01-02,SH600604,
2008-01-02,SH600605,
2008-01-02,SH600606,
2008-01-02,SH600607,
2008-01-02,SH600608,
2008-01-02,SH600609,
2008-01-02,SH600610,
2008-01-02,SH600611,
2008-01-02,SH600612,98171261.5384615
2008-01-02,SH600613,
2008-01-02,SH600614,
2008-01-02,SH600615,
2008-01-02,SH600616,162067273.0
2008-01-02,SH600617,
2008-01-02,SH600618,
2008-01-02,SH600619,
2008-01-02,SH600620,
2008-01-02,SH600621,
2008-01-02,SH600622,
2008-01-02,SH600623,
2008-01-02,SH600624,
2008-01-02,SH600626,
2008-01-02,SH600627,
2008-01-02,SH600628,161155564.714783
2008-01-02,SH600629,
2008-01-02,SH600630,
2008-01-02,SH600631,347710803.52800006
2008-01-02,SH600633,
2008-01-02,SH600634,
2008-01-02,SH600635,
2008-01-02,SH600636,86701548.0
2008-01-02,SH600637,
2008-01-02,SH600638,
2008-01-02,SH600639,
2008-01-02,SH600640,
2008-01-02,SH600641,
2008-01-02,SH600642,1664490000.0
2008-01-02,SH600643,
2008-01-02,SH600644,
2008-01-02,SH600645,
2008-01-02,SH600647,
2008-01-02,SH600648,
2008-01-02,SH600649,519160000.0
2008-01-02,SH600650,
2008-01-02,SH600651,
2008-01-02,SH600652,
2008-01-02,SH600653,
2008-01-02,SH600654,
2008-01-02,SH600655,
2008-01-02,SH600656,
2008-01-02,SH600657,
2008-01-02,SH600658,
2008-01-02,SH600660,906695692.0584619
2008-01-02,SH600661,
2008-01-02,SH600662,
2008-01-02,SH600663,
2008-01-02,SH600664,
2008-01-02,SH600665,
2008-01-02,SH600666,
2008-01-02,SH600667,
2008-01-02,SH600668,
2008-01-02,SH600671,
2008-01-02,SH600673,
2008-01-02,SH600674,
2008-01-02,SH600675,613499203.675676
2008-01-02,SH600676,
2008-01-02,SH600677,
2008-01-02,SH600678,
2008-01-02,SH600679,
2008-01-02,SH600680,
2008-01-02,SH600681,
2008-01-02,SH600682,
2008-01-02,SH600683,
2008-01-02,SH600684,
2008-01-02,SH600685,913444967.215686
2008-01-02,SH600686,216084133.13333303
2008-01-02,SH600687,
2008-01-02,SH600688,
2008-01-02,SH600689,
2008-01-02,SH600690,706440000.0
2008-01-02,SH600691,
2008-01-02,SH600692,
2008-01-02,SH600693,
2008-01-02,SH600694,324546675.333333
2008-01-02,SH600695,
2008-01-02,SH600696,
2008-01-02,SH600697,
2008-01-02,SH600698,
2008-01-02,SH600699,
2008-01-02,SH600701,
2008-01-02,SH600702,
2008-01-02,SH600703,
2008-01-02,SH600704,
2008-01-02,SH600705,
2008-01-02,SH600706,
2008-01-02,SH600707,
2008-01-02,SH600708,
2008-01-02,SH600710,
2008-01-02,SH600711,
2008-01-02,SH600712,
2008-01-02,SH600713,
2008-01-02,SH600714,
2008-01-02,SH600715,
2008-01-02,SH600716,
2008-01-02,SH600717,764190000.0
2008-01-02,SH600718,327115575.0
2008-01-02,SH600719,
2008-01-02,SH600720,
2008-01-02,SH600721,
2008-01-02,SH600722,
2008-01-02,SH600723,
2008-01-02,SH600724,
2008-01-02,SH600725,189738064.51612902
2008-01-02,SH600726,
2008-01-02,SH600727,
2008-01-02,SH600728,
2008-01-02,SH600729,111794786.0
2008-01-02,SH600730,
2008-01-02,SH600731,
2008-01-02,SH600732,
2008-01-02,SH600733,
2008-01-02,SH600734,
2008-01-02,SH600735,
2008-01-02,SH600736,
2008-01-02,SH600737,
2008-01-02,SH600738,
2008-01-02,SH600739,
2008-01-02,SH600740,
2008-01-02,SH600741,
2008-01-02,SH600742,
2008-01-02,SH600743,
2008-01-02,SH600744,
2008-01-02,SH600745,
2008-01-02,SH600746,
2008-01-02,SH600747,
2008-01-02,SH600748,
2008-01-02,SH600749,
2008-01-02,SH600750,116903436.0
2008-01-02,SH600751,
2008-01-02,SH600753,
2008-01-02,SH600754,237972832.950304
2008-01-02,SH600755,
2008-01-02,SH600756,
2008-01-02,SH600757,
2008-01-02,SH600758,
2008-01-02,SH600759,
2008-01-02,SH600760,
2008-01-02,SH600761,335436377.99999994
2008-01-02,SH600763,
2008-01-02,SH600764,
2008-01-02,SH600765,
2008-01-02,SH600766,
2008-01-02,SH600767,
2008-01-02,SH600768,
2008-01-02,SH600769,
2008-01-02,SH600770,
2008-01-02,SH600771,
2008-01-02,SH600773,
2008-01-02,SH600774,
2008-01-02,SH600775,
2008-01-02,SH600776,
2008-01-02,SH600777,
2008-01-02,SH600778,
2008-01-02,SH600779,
2008-01-02,SH600780,
2008-01-02,SH600781,
2008-01-02,SH600782,
2008-01-02,SH600783,
2008-01-02,SH600784,
2008-01-02,SH600785,92444577.5
2008-01-02,SH600786,
2008-01-02,SH600787,
2008-01-02,SH600789,
2008-01-02,SH600790,
2008-01-02,SH600791,
2008-01-02,SH600792,
2008-01-02,SH600793,
2008-01-02,SH600794,
2008-01-02,SH600795,1573064344.0
2008-01-02,SH600796,
2008-01-02,SH600797,
2008-01-02,SH600798,
2008-01-02,SH600800,
2008-01-02,SH600801,264085614.285714
2008-01-02,SH600802,
2008-01-02,SH600803,
2008-01-02,SH600804,
2008-01-02,SH600805,
2008-01-02,SH600806,225762006.0
2008-01-02,SH600807,
2008-01-02,SH600808,2078161075.4518101
2008-01-02,SH600809,347992556.76043504
2008-01-02,SH600810,
2008-01-02,SH600811,
2008-01-02,SH600812,117083333.333333
2008-01-02,SH600814,
2008-01-02,SH600815,232731166.66666698
2008-01-02,SH600816,
2008-01-02,SH600817,
2008-01-02,SH600818,
2008-01-02,SH600819,
2008-01-02,SH600820,203993447.47826102
2008-01-02,SH600821,
2008-01-02,SH600822,
2008-01-02,SH600823,
2008-01-02,SH600824,
2008-01-02,SH600825,97791565.23076922
2008-01-02,SH600826,
2008-01-02,SH600827,
2008-01-02,SH600828,
2008-01-02,SH600829,233324327.19129
2008-01-02,SH600830,
2008-01-02,SH600831,42674634.752
2008-01-02,SH600832,528625452.19
2008-01-02,SH600833,
2008-01-02,SH600834,
2008-01-02,SH600835,630300000.0
2008-01-02,SH600836,
2008-01-02,SH600837,5286650000.0
2008-01-02,SH600838,
2008-01-02,SH600839,
2008-01-02,SH600840,
2008-01-02,SH600841,
2008-01-02,SH600842,
2008-01-02,SH600843,
2008-01-02,SH600844,
2008-01-02,SH600845,
2008-01-02,SH600846,
2008-01-02,SH600847,
2008-01-02,SH600848,
2008-01-02,SH600850,
2008-01-02,SH600851,
2008-01-02,SH600853,
2008-01-02,SH600854,
2008-01-02,SH600855,
2008-01-02,SH600856,
2008-01-02,SH600857,
2008-01-02,SH600858,99926334.0
2008-01-02,SH600859,247381412.0
2008-01-02,SH600860,
2008-01-02,SH600861,
2008-01-02,SH600862,
2008-01-02,SH600863,
2008-01-02,SH600864,
2008-01-02,SH600865,
2008-01-02,SH600866,
2008-01-02,SH600867,
2008-01-02,SH600868,
2008-01-02,SH600869,
2008-01-02,SH600870,
2008-01-02,SH600871,
2008-01-02,SH600872,
2008-01-02,SH600873,
2008-01-02,SH600874,
2008-01-02,SH600875,2130888582.0
2008-01-02,SH600876,
2008-01-02,SH600877,
2008-01-02,SH600879,282986689.17740697
2008-01-02,SH600880,132982351.0
2008-01-02,SH600881,
2008-01-02,SH600882,
2008-01-02,SH600883,
2008-01-02,SH600884,
2008-01-02,SH600885,
2008-01-02,SH600886,606612667.0
2008-01-02,SH600887,418700521.446808
2008-01-02,SH600888,166665278.0
2008-01-02,SH600889,
2008-01-02,SH600890,
2008-01-02,SH600891,
2008-01-02,SH600892,
2008-01-02,SH600893,
2008-01-02,SH600894,
2008-01-02,SH600895,
2008-01-02,SH600896,
2008-01-02,SH600897,
2008-01-02,SH600898,
2008-01-02,SH600900,5281990000.0
2008-01-02,SH600960,
2008-01-02,SH600961,
2008-01-02,SH600962,104750000.0
2008-01-02,SH600963,131543419.0
2008-01-02,SH600965,
2008-01-02,SH600966,179567203.76393002
2008-01-02,SH600967,
2008-01-02,SH600969,
2008-01-02,SH600970,251098461.538462
2008-01-02,SH600971,
2008-01-02,SH600973,
2008-01-02,SH600975,
2008-01-02,SH600976,
2008-01-02,SH600978,
2008-01-02,SH600979,
2008-01-02,SH600980,
2008-01-02,SH600981,
2008-01-02,SH600982,
2008-01-02,SH600983,
2008-01-02,SH600984,
2008-01-02,SH600985,
2008-01-02,SH600986,
2008-01-02,SH600987,
2008-01-02,SH600988,
2008-01-02,SH600990,
2008-01-02,SH600991,
2008-01-02,SH600992,
2008-01-02,SH600993,
2008-01-02,SH600995,
2008-01-02,SH600997,564753203.2
2008-01-02,SH601001,522264938.771189
2008-01-02,SH601002,
2008-01-02,SH601003,
2008-01-02,SH601005,
2008-01-02,SH601006,6024070000.0
2008-01-02,SH601007,63204061.5384615
2008-01-02,SH601008,
2008-01-02,SH601009,874520000.0
2008-01-02,SH601088,21244340000.0
2008-01-02,SH601099,
2008-01-02,SH601111,4067399532.0
2008-01-02,SH601166,7878760000.0
2008-01-02,SH601168,1793742691.0
2008-01-02,SH601169,3231560000.0
2008-01-02,SH601318,16019955595.0
2008-01-02,SH601328,20191290000.0
2008-01-02,SH601333,1608460000.0
2008-01-02,SH601390,3293230000.0
2008-01-02,SH601398,82339500000.0
2008-01-02,SH601588,
2008-01-02,SH601600,11521153887.2836
2008-01-02,SH601601,6688380000.0
2008-01-02,SH601607,
2008-01-02,SH601628,34956340000.0
2008-01-02,SH601666,1195596640.0
2008-01-02,SH601699,947050926.829268
2008-01-02,SH601808,2173765760.0
2008-01-02,SH601857,154736470405.21698
2008-01-02,SH601866,3232405786.81319
2008-01-02,SH601872,
2008-01-02,SH601918,439436577.77777797
2008-01-02,SH601919,17359910115.5556
2008-01-02,SH601939,73957740000.0
2008-01-02,SH601988,58829730000.0
2008-01-02,SH601991,3504038745.0
2008-01-02,SH601998,7639240000.0
2008-01-02,SH601999,102750500.0
2008-01-02,SELF000000,
2008-01-03,SH000001,
2008-01-03,SZ399001,
2008-01-03,SH000300,
2008-01-03,SH000016,
2008-01-03,SH000905,
2008-01-03,SH000010,
2008-01-03,SH000009,
2008-01-03,SH000906,
2008-01-03,SH000852,
2008-01-03,SH000002,
2008-01-03,SH000003,
2008-01-03,SH000015,
2008-01-03,SZ399106,
2008-01-03,SZ399107,
2008-01-03,SZ399108,
2008-01-03,SZ399004,
2008-01-03,WICI005019,
2008-01-03,WICI005006,
2008-01-03,WICI005013,
2008-01-03,WICI005009,
2008-01-03,WICI005011,
2008-01-03,WICI005003,
2008-01-03,WICI005005,
2008-01-03,WICI005001,
2008-01-03,WICI005025,
2008-01-03,WICI005026,
2008-01-03,WICI005016,
2008-01-03,WICI005027,
2008-01-03,WICI005007,
2008-01-03,WICI005010,
2008-01-03,WICI005024,
2008-01-03,WICI005028,
2008-01-03,WICI005012,
2008-01-03,WICI005015,
2008-01-03,WICI005020,
2008-01-03,WICI005008,
2008-01-03,WICI005014,
2008-01-03,WICI005029,
2008-01-03,WICI005017,
2008-01-03,WICI005018,
2008-01-03,WICI005004,
2008-01-03,WICI005002,
2008-01-03,WICI005023,
2008-01-03,WICI005022,
2008-01-03,WICI005021,
2008-01-03,SH000901,
2008-01-03,SZ399975,
2008-01-03,SH000012,
2008-01-03,SZ399986,
2008-01-03,SH000819,
2008-01-03,WICI005201,
2008-01-03,WICI005202,
2008-01-03,WICI005203,
2008-01-03,WICI005204,
2008-01-03,WICI005205,
2008-01-03,WICI005206,
2008-01-03,WICI005207,
2008-01-03,WICI005208,
2008-01-03,WICI005209,
2008-01-03,WICI005210,
2008-01-03,WICI005211,
2008-01-03,WICI005212,
2008-01-03,WICI005213,
2008-01-03,WICI005214,
2008-01-03,WICI005215,
2008-01-03,WICI005216,
2008-01-03,WICI005217,
2008-01-03,WICI005218,
2008-01-03,WICI005219,
2008-01-03,WICI005220,
2008-01-03,WICI005221,
2008-01-03,WICI005222,
2008-01-03,WICI005223,
2008-01-03,WICI005224,
2008-01-03,WICI005225,
2008-01-03,WICI005226,
2008-01-03,WICI005227,
2008-01-03,WICI005228,
2008-01-03,WICI005229,
2008-01-03,WICI005230,
2008-01-03,WICI005231,
2008-01-03,WICI005232,
2008-01-03,WICI005233,
2008-01-03,WICI005234,
2008-01-03,WICI005235,
2008-01-03,WICI005236,
2008-01-03,WICI005237,
2008-01-03,WICI005238,
2008-01-03,WICI005240,
2008-01-03,WICI005241,
2008-01-03,WICI005242,
2008-01-03,WICI005243,
2008-01-03,WICI005244,
2008-01-03,WICI005245,
2008-01-03,WICI005246,
2008-01-03,WICI005247,
2008-01-03,WICI005248,
2008-01-03,WICI005249,
2008-01-03,WICI005250,
2008-01-03,WICI005251,
2008-01-03,WICI005252,
2008-01-03,WICI005253,
2008-01-03,WICI005254,
2008-01-03,WICI005255,
2008-01-03,WICI005256,
2008-01-03,WICI005257,
2008-01-03,WICI005258,
2008-01-03,WICI005259,
2008-01-03,WICI005260,
2008-01-03,WICI005261,
2008-01-03,WICI005262,
2008-01-03,WICI005263,
2008-01-03,WICI005264,
2008-01-03,WICI005265,
2008-01-03,WICI005266,
2008-01-03,WICI005267,
2008-01-03,WICI005268,
2008-01-03,WICI005269,
2008-01-03,WICI005270,
2008-01-03,WICI005271,
2008-01-03,WICI005272,
2008-01-03,WICI005273,
2008-01-03,WICI005274,
2008-01-03,WICI005275,
2008-01-03,WICI005276,
2008-01-03,WICI005277,
2008-01-03,WICI005278,
2008-01-03,WICI005279,
2008-01-03,WICI005280,
2008-01-03,WICI005281,
2008-01-03,WICI005282,
2008-01-03,WICI005283,
2008-01-03,WICI005284,
2008-01-03,WICI005285,
2008-01-03,WICI005286,
2008-01-03,WICI005287,
2008-01-03,WICI005288,
2008-01-03,WICI005289,
2008-01-03,WICI005291,
2008-01-03,WICI005292,
2008-01-03,WICI005293,
2008-01-03,WICI005294,
2008-01-03,WICI005295,
2008-01-03,WICI005296,
2008-01-03,WICI005297,
2008-01-03,WICI005298,
2008-01-03,WICI005299,
2008-01-03,WICI005300,
2008-01-03,WICI005301,
